,cardId,parameter,cardSubtitle,cardFilter4Tri,cardFilter4Display,cardFilter0Tri,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter5Display,cardSection5Text,cardSection6Text,isNew,cardTitre,cardImage,copyright,cardSection1Text,cardSection2Text,cardInfo1,cardInfo2,cardSection4Text,cardFilter4DisplaySingular,cardFilter1Display,cardFilter2Display,cardFilter3Display,cardFilter5Tri,cardFilter6Display,cardFilter6Tri,cardSection1Title,cardSection3Title,cardSection3Text,cardSection4Title,cardSection5Title,cardSection6Title,cardSection7Title,cardSection7Text,cardTeaserImage
37,38,oliver-herren,"CIO Digitec, fondateur de True Wealth, Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Services informatiques, https://www.letemps.ch/economie/digitec-galaxus-cesse-exposes-aux-attaques-pirates,https://ch.linkedin.com/in/oliver-herren-60a6704a,is-new,Oliver Herren,img/2018/oliver_herren.jpg,Tina Sturzenegger,"Le commerce en ligne et la gestion de fortune sont étroitement liés dans la vie d’Oliver Herren. Le développement de Digitec avec ses cofondateurs a permis au jeune homme de 39 ans de s’enrichir. La recherche d’investissements intelligents a conduit Oliver Herren à fonder sa deuxième société, True Wealth. C’est avec le physicien Felix Niederer qu’il a lancé ce service d’investissement en ligne en 2014. En 2016 a suivi l’arrivée de la Banque cantonale de Bâle-campagne, intéressée par la technologie du robot conseiller et qui a amené de nouveaux clients à la start-up. True Wealth n’a pas encore atteint son objectif d’investissement en milliards, mais les fondateurs sont convaincus que leurs faibles frais de gestion et les performances des robots conseillers convaincront à long terme.

«Je continue à investir la majeure partie de mon temps dans le développement de Digitec et de Galaxus», explique le cofondateur au sujet de son quotidien actuel. «Nous continuons à mettre en œuvre des fonctionnalités plus ou moins grandes», ajoute-t-il. Depuis quelque temps par exemple, les clients peuvent revendre des produits usagés sur les plates-formes. L’augmentation constante du nombre de collaborateurs et les projets d’expansion vers l’Allemagne font aussi partie des défis de la direction de Digitec Galaxus, dont Oliver Herren est aujourd’hui le CIO. Son organisme est confronté à des décisions importantes. L’arrivée d’Amazon sur le marché suisse est l’un des plus grands défis de l’entreprise. Oliver Herren doit notamment décider quels projets sont prioritaires dans le développement de produits, pour défendre avec succès sa position sur le marché. Le département informatique doit être renforcé au niveau du personnel et un nouveau directeur technique a récemment été nommé. Oliver Herren doit vérifier quels systèmes d’apprentissage machine s’adaptent à la plate-forme, et les mettre en œuvre avec son équipe pour que Digitec Galaxus n’ait plus rien à craindre de Jeff Bezos. En 2015, Oliver Herren et ses collègues ont reçu le prix honorifique Best of Swiss Web pour le lancement des géants du commerce électronique actuels, pour avoir posé un «jalon entrepreneurial» dans le pays, et ont permis à la branche des technologies de l’information et de la communication de faire un grand pas en avant.",,"CIO Digitec, fondateur de True Wealth, Zurich",39 ans,«Digitec et Galaxus sont sans cesse exposés aux attaques de pirates» ,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/oliver_herren.jpg
38,39,christian-hirsig,"Fondateur de Powercoders, Berne",f-bienfaiteurs,Bienfaiteurs,,f-moins-40,f-alemanique,f-homme,Services informatiques,,https://ch.linkedin.com/in/christianhirsig,not-new,Christian Hirsig,img/2018/christian_hirsig.jpg,DR,"Il a commencé à La Poste Suisse et développé le timbre personnalisable à imprimer, le webstamp. Mais c’était aussi la fin de la vie de Christian Hirsch dans le monde du corporate. A 38 ans, il fondait Atizon, une plateforme de brainstorming, vendue en 2014 lorsqu’il a lancé la société Pacific Catch avec son épouse. Une sorte d’incubateur de projets qui a lancé la start-up de petits-déjeuners «Geile Eier». Le dernier projet de Christian Hirsig, entre Berne, Zermatt et San Francisco: une école de codage pour les réfugiés appelée Powercoders.",,"Fondateur de Powercoders, Berne",38 ans,,bienfaiteurs,,,,,,,,,,,,,,,img/2018/teaser/christian_hirsig.jpg
39,40,caroline-hirt,"Fondatrice et directrice du Museum of Digital Art, Zurich",f-créatifs,Créatifs,,f-plus-40,f-alemanique,f-femme,Développement durable, https://www.letemps.ch/culture/lart-digital-entre-musee,https://ch.linkedin.com/in/caroline-hirt-00465814a/en,not-new,Caroline Hirt,img/2018/caroline_hirt.jpg,DR,"La créativité et la technologie se transforment en art au Museum of Digital Art: le premier musée physique et virtuel européen dédié à l’art numérique a ouvert ses portes en 2016. Les artistes sont également sélectionnés numériquement, puisque c’est un algorithme qui détermine qui peut exposer. Initiatrice et directrice, Caroline Hirt déclare vouloir «créer un lieu pour discuter de ce qu’il advient de nos données. Nous posons des questions sur la sécurité et la protection de la vie privée, et débattons de savoir si certaines données sont plus importantes que d’autres», explique la Vaudoise née à Hongkong.",,"Fondatrice et directrice du Museum of Digital Art, Zurich",40 ans,«L’art digital entre au musée» ,créatifs,,,,,,,,,,,,,,,img/2018/teaser/caroline_hirt.jpg
40,41,klaus-hommels,"Fondateur Lakestar, Zurich",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance,,,not-new,Klaus Hommels,img/2018/klaus_hommels.jpg,DR,"Il fait tourner la plus grande société helvétique de capital-risque: le Suisse d’adoption Klaus Hommels met actuellement en place un fonds d’une valeur de 800 millions d’euros. Il deviendra de loin le plus grand fonds de capital-risque européen. Ses précédents véhicules d’investissement ont été extrêmement fructueux, notamment parce que Klaus Hommel a du nez pour les tendances et a investi dans des sociétés comme Facebook, Skype, Spotify ou Airbnb alors qu’elles étaient encore inconnues. Le magazine économique américain Forbes le place à la troisième place des SCR européennes les plus prospères.",,"Fondateur Lakestar, Zurich",51 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/klaus_hommels.jpg
41,42,urs-holzle,"Ingénieur SVP, Google, Mountain View (Californie)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-f-expat,f-homme,Services informatiques, https://www.letemps.ch/economie/urs-holzle-suisse-un-pays-crucial-google,https://www.linkedin.com/in/urs-hölzle-b3168365,not-new,Urs Hölzle,img/2018/urs_hozle.jpg,Jos Schmid,"Dans les technologies informatiques, aucun Suisse n’a autant d’expérience qu’Urs Hölzle. Comme responsable technique, il est maître de toute l’infrastructure technique de Google et ses 20 centres de données, des dizaines de milliers de serveurs, d’innombrables brevets et sept applications, comptant chacune plus d’un milliard d’utilisateurs. Né à Liestal, jadis numéro sept chez Google, il est aujourd’hui, selon les fondateurs, le plus ancien employé du géant fort de 85 000 employés. Il a de l’influence non seulement chez Google, mais aussi dans toute la branche, notamment par ses avancées dans les centres de données à haut rendement énergétique ou par son travail pionnier sur le thème de l’informatique quantique: «Nous avons les moyens et les gens pour nous attaquer à de très gros problèmes», confie Urs Hölzle.",,"Ingénieur SVP, Google, Mountain View (Californie)",55 ans,«Urs Hölzle: «La Suisse est un pays crucial pour Google»» ,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/urs_hozle.jpg
42,43,frederic-jacobs,"Security Engineer, Apple, Cupertino (Californie)",f-leaders,Leaders,,f-moins-40,f-f-expat,f-homme,Services informatiques, https://www.letemps.ch/societe/frederic-jacobs-libertes-digitales-prix,https://www.linkedin.com/in/fredericjacobs,is-new,Frederic Jacobs,img/2018/frederic_jacobs.jpg,David Wagnières,"Ils voulaient programmer une application de chat simple et sûre. Frederic Jacobs, qui faisait partie des principaux développeurs de Signal, ne s’attendait certes pas à commercialiser l’application préférée d’Edward Snowden. Le fait est que Signal passe dans l’univers technologique – sans cesse sous la pression des vols de données et des scandales d’abus – pour l’alternative à WhatsApp et à ses semblables la plus sûre et la plus utilisée. Les communications envoyées par Signal ne peuvent pas être consultées par des tiers et le système ne pompe pratiquement pas de données.
Par le biais de Signal, Frederic Jacobs s’est fait un renom qui a résonné jusqu’à Cupertino. Après deux ans et demi passés chez Whisper Systems, l’entreprise qui a développé Signal, il est devenu security engineer du Core OS Security Team du géant Apple. Il va de soi que le contenu précis de son travail est confidentiel. Son domaine de compétence est la cryptographie, soit le cryptage des informations. En ce temps de défiance envers les géants technologiques, c’est un job crucial pour ce garçon âgé de 27 ans seulement.",,"Security Engineer, Apple, Cupertino (Californie)",27 ans,"«Frédéric Jacobs, les libertés digitales à tout prix» ",leaders,,,,,,,,,,,,,,,img/2018/teaser/frederic_jacobs.jpg
43,44,gilles-jobin,"Chorégraphe de la Cie Gilles Jobin, Genève",f-créatifs,Créatifs,,f-plus-40,f-romand,f-homme,Art, https://www.letemps.ch/culture/lodyssee-geants-gilles-jobin,https://fr.linkedin.com/company/cie-gilles-jobin,is-new,Gilles Jobin,img/2018/gilles_jobin.jpg,Keystone,"Plus de 20 pièces en plus de vingt ans, un nombre considérable d’œuvres pour un chorégraphe. Certes, Gilles Jobin est productif, il conçoit des chorégraphies contemporaines, est réalisateur de films et expérimente la réalité virtuelle (VR). Les nouvelles technologies ont fasciné Gilles Jobin dès son plus jeune âge. A 54 ans, il fait actuellement le tour du monde et est invité au Festival international du film de Venise en tant que «best of». «J’aimerais que mon travail stimule l’imagination du spectateur, par le seul mouvement et sans paroles», dit-il. Il s’intéresse surtout aux expériences sensorielles interactives. Il n’est donc pas surprenant que le public se retrouve avec des lunettes VR au milieu de la nouvelle pièce VR_I de Gilles Jobin. Grâce à la réalité virtuelle, les spectateurs peuvent même interagir entre eux. «Avec mon travail, j’aimerais suggérer au spectateur des idées que chacun développe soi-même», explique le Genevois. Il collabore actuellement avec la Comédie de Genève. Il développe une stratégie pour le théâtre, qui doit permette au public de s’immerger dans le spectacle grâce à la VR.",,"Chorégraphe de la Cie Gilles Jobin, Genève",54 ans,«L’odyssée pour géants de Gilles Jobin» ,créatifs,,,,,,,,,,,,,,,img/2018/teaser/gilles_jobin.jpg
44,45,frederic-kaplan,"Professeur d’humanités digitales, EPFL, Lausanne",f-chercheurs,Chercheurs,,f-plus-40,f-romand,f-homme,Recherche, https://www.letemps.ch/suisse/frederic-kaplan-geneve-une-chronologie-particuliere,https://ch.linkedin.com/in/frederickaplan,is-new,Frédéric Kaplan,img/2018/frederic_kaplan.jpg,Eddy Mottaz,"Qu’est-ce que la bureaucratie vénitienne du Moyen Age a en commun avec la numérisation? Les données! L’administration de la ville ayant enregistré tous les mouvements depuis des siècles, l’ère de la digitalisation et de la mise en réseau permet la construction d’une sorte de machine à remonter le temps. Deux mondes fusionnent. La Venice Time Machine est le projet de Frédéric Kaplan. Le professeur d’humanités numériques à l’EPFL compresse le trésor de données des archives de l’Etat de Venise dans un système d’information sans précédent.
Les documents manuscrits sont analysés à l’aide de l’apprentissage automatique et de l’intelligence artificielle. C’est ainsi que naît ce à quoi les historiens étaient restés jusque-là réticents: une sorte de réseau social de la Venise médiévale. Frédéric Kaplan aime parler d’une sorte de «bouton de rembobinage numérique» permettant de contempler 1000 ans d’histoire. Le projet s’étend actuellement à plusieurs villes européennes. «Sans connaître notre passé, nous ignorons aussi où l’avenir nous mènera», souligne le Français.",,"Professeur d’humanités digitales, EPFL, Lausanne",44 ans,«Frédéric Kaplan: «Genève a une chronologie particulière»» ,chercheurs,,,,,,,,,,,,,,,img/2018/teaser/frederic_kaplan.jpg
45,46,pascal-kaufmann,"Cofondateur et CEO de Starmind International, Küsnacht (ZH)",f-leaders,Leaders,,f-plus-40,f-alemanique,f-homme,Recherche,,https://ch.linkedin.com/in/pascal-kaufmann-b2890246,is-new,Pascal Kaufmann,img/2018/pascal_kaufmann.jpg,Daniel Kellenberger,"Le projet de recherche de l’EPFZ mis sur pied en 2010 par le chercheur sur le cerveau Pascal Kaufmann et son camarade Marc Vontobel est devenu l’une des start-up suisses les plus prometteuses: Starmind International aide des entreprises comme Nestlé, Swisscom, Munich Re ou Bayer à organiser leurs connaissances.</p><p>Une forte croissance est annoncée, puisque cette année encore Starmind entend doubler le nombre de ses employés à 90-100 collaborateurs. Elle pénètre dans de nouveaux domaines hors activités B2B classiques. Par exemple, Starmind met en réseau le personnel du CICR dans toutes les zones de crise, ou des médecins du monde entier menant des recherches sur le syndrome de Down. Le mot magique, c’est «small data» plutôt que big data. «Ça plaît aux clients que nous allions à contre-courant de la branche», affirme Pascal Kaufmann. <a class=""readMore"" href=""#more"">Plus…</a>","Starmind vient d’obtenir les fonds nécessaires à son expansion dans le cadre d’un tour de financement: la société a engrangé 15 millions, et envisage de faire nettement mieux la prochaine fois. «Mais pour l’instant, nous n’avons pas besoin de plus», déclare Pascal Kaufmann qui, avec Marc Vontobel, détient toujours la majorité de l’entreprise.
L’autre grand cheval de bataille de Pascal Kaufmann est la Fondation Mindfire, visant à faire de la Suisse l’épicentre de l’intelligence artificielle. Elle a mis en réseau des milliers d’experts de l’IA dans le monde entier, dont une centaine se réunit tous les trois mois à Davos pour travailler au décryptage du code du cerveau: «Copier le cerveau humain est sans espoir, affirme Pascal Kaufmann. Il s’agit de découvrir le principe. Ce sera plus facile de le recréer en mieux.»","Cofondateur et CEO de Starmind International, Küsnacht (ZH)",40 ans,,leaders,,,,,,,,,,,,,,,img/2018/teaser/pascal_kaufmann.jpg
46,47,andre-kudelski,"Chef et copropriétaire du groupe Kudelski, Cheseaux (VD) et Phoenix (Arizona)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-romand,f-homme,Services informatiques, https://www.letemps.ch/economie/andre-kudelski-sommes-train-souffrir,https://ch.linkedin.com/in/andre-kudelski-17570,not-new,André Kudelski,img/2018/andre_kudelski.jpg,François Wavre|Lundi 13,"Patron de l’entreprise, André Kudelski s’est reconverti plus d’une fois: après avoir remplacé le magnétophone Nagra par des décodeurs, il veut désormais remplacer l’activité TV encore rentable mais déclinante, et investit donc dans deux nouveaux domaines: la cybersécurité et l’internet des objets. Deux domaines complémentaires, comme le souligne André Kudelski: «Plus notre société se numérise, plus les processus sont numérisés dans les entreprises, les organisations et les autorités, et plus le risque d’une attaque informatique grandit, ainsi que les conséquences pour le monde réel.»",,"Chef et copropriétaire du groupe Kudelski, Cheseaux (VD) et Phoenix (Arizona)",57 ans,«André Kudelski: «Nous sommes en train de souffrir»» ,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/andre_kudelski.jpg
47,48,cedric-kohler,"Managing Partner Creathor, Zurich et Bad Homburg (Allemagne)",f-facilitateurs,Facilitateurs,,f-moins-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/cedrickoehler/,not-new,Cédric Köhler,img/2018/cedric_kohler.jpg,Creathor Ventures,"Tout le monde ne peut pas prétendre avoir financé 220 start-up. Cédric Köhler le peut avec sa société Creathor: en quinze ans d’existence, elle a pu fêter des sorties d’une valeur de 7 milliards de dollars, dont 20 entrées en bourse. Creathor gère actuellement environ un quart de milliard de francs d’actifs dans quatre fonds. Le portefeuille est vaste, allant des biotechnologies à la location d’appartements en passant par l’intelligence artificielle. Randonneur et photographe enthousiaste, Cédric Köhler est quasiment né dans ce métier: dans les années 1980, son père Gert a fondé l’un des premiers fonds de capital-risque européens. «Je suis l’un des rares VC de deuxième génération», déclare Cédric Köhler.",,"Managing Partner Creathor, Zurich et Bad Homburg (Allemagne)",39 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/cedric_kohler.jpg
48,49,sophie-lamparter,"Cofondatrice de Dart 17, San Francisco",f-créatifs,Créatifs,,f-plus-40,f-f-expat,f-femme,Recherche,,https://www.linkedin.com/in/sophielamparter,is-new,Sophie Lamparter,img/2018/sophie_lamparter.jpg,DR,"La place de travail de Sophie Lamparter à San Francisco est l’une des plus belles du monde: cette femme de 41 ans réseaute directement sur l’eau avec vue sur la baie de San Francisco et l’île au trésor. Depuis dix ans, elle est directrice associée de Swissnex San Francisco, l’avant-poste suisse de l’innovation pour la vallée.
Sophie Lamparter a pris sous son aile des entreprises aujourd’hui sur toutes les lèvres. Par exemple MindMaze, considérée comme la première licorne suisse. Sophie Lamparter s’est aussi rendue utile auprès de la start-up de VR Artanim et auprès des experts en effets visuels de Faceshift (depuis rachetée par Apple).
Son objectif actuel est de réunir des gens n’imaginant pas avoir beaucoup en commun, par exemple les artistes et les programmeurs, les designers et les scientifiques. Elle veut y parvenir avec Dart 17, un laboratoire d’idées situé chez Swissnex à San Francisco qui développe des applications dans le domaine de la communication homme-machine. «Nous voulons créer un espace pour tester et mettre à l’échelle des idées sans perdre la liberté créative», décrit Sophie Lamparter.",,"Cofondatrice de Dart 17, San Francisco",41 ans,,créatifs,,,,,,,,,,,,,,,img/2018/teaser/sophie_lamparter.jpg
49,50,moritz-lechner,"Fondateur et coprésident du conseil d’administration de Sensirion, Stäfa (ZH)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-alemanique,f-homme,Développement durable,,https://at.linkedin.com/in/moritz-lechner-542543160,not-new,Moritz Lechner,img/2018/moritz_lechner.jpg,DR,"En mars, l’entrée en bourse a été un succès complet: Sensirion a été bien accueillie par les investisseurs. Pas étonnant puisque l’entreprise de Stäfa, qui emploie 735 personnes et réalise un chiffre d’affaires de 148 millions de francs, est leader mondial dans la fabrication de capteurs, mesurant par exemple la température ou l’humidité. Une solide participation minoritaire est restée en mains de Moritz Lechner et de son partenaire Felix Meyer, qui ont fondé Sensirion comme spin-off EPF en 1998 lors de leur thèse de doctorat. Deux ans plus tard déjà, les physiciens vendaient leur premier capteur. Lechner s’est retiré de l’opérationnel en 2016.",,"Fondateur et coprésident du conseil d’administration de Sensirion, Stäfa (ZH)",49 ans,,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/moritz_lechner.jpg
